date,hour,france,italy,belgium,spain,uk,germany
2022/02/12,22:00 - 23:00,201.76,199.67,170.50,204.89,209.60,109.29
2022/02/12,23:00 - 00:00,193.94,190.37,156.19,193.94,224.00,101.70
2022/02/13,00:00 - 01:00,196.90,196.90,163.24,220.00,231.71,88.07
2022/02/13,01:00 - 02:00,186.52,186.52,156.60,214.23,227.00,98.65
2022/02/13,02:00 - 03:00,184.30,184.30,100.00,210.89,259.10,99.78
2022/02/13,03:00 - 04:00,162.15,175.76,91.53,187.00,262.00,99.14
2022/02/13,04:00 - 05:00,149.90,173.06,95.89,169.00,274.85,104.22
2022/02/13,05:00 - 06:00,169.40,178.54,68.20,169.40,275.00,99.91
2022/02/13,06:00 - 07:00,170.30,189.33,78.00,170.30,277.00,93.99
2022/02/13,07:00 - 08:00,191.08,199.95,149.29,191.08,226.70,88.55
2022/02/13,08:00 - 09:00,169.50,192.00,140.22,169.50,187.81,88.06
2022/02/13,09:00 - 10:00,169.80,191.69,25.55,169.80,195.23,60.00
2022/02/13,10:00 - 11:00,163.34,185.50,44.60,163.34,195.00,73.03
2022/02/13,11:00 - 12:00,148.30,178.53,30.76,148.30,216.87,67.23
2022/02/13,12:00 - 13:00,148.20,174.83,-5.23,148.20,214.76,30.08
2022/02/13,13:00 - 14:00,117.92,167.37,-5.67,117.92,226.46,43.25
2022/02/13,14:00 - 15:00,70.00,167.37,45.65,70.00,198.11,50.12
2022/02/13,15:00 - 16:00,93.07,180.12,74.42,93.07,185.57,81.78
2022/02/13,16:00 - 17:00,104.77,201.99,90.18,104.77,180.00,92.47
2022/02/13,17:00 - 18:00,123.90,218.96,120.48,123.90,205.97,115.71
2022/02/13,18:00 - 19:00,164.59,245.00,146.52,164.59,256.24,119.11
2022/02/13,19:00 - 20:00,181.92,265.31,130.13,181.92,254.13,92.33
2022/02/13,20:00 - 21:00,170.60,243.00,93.68,205.01,216.95,87.18
2022/02/13,21:00 - 22:00,122.80,226.44,91.74,205.01,194.52,81.39
2022/02/13,22:00 - 23:00,127.79,210.86,81.26,170.84,198.01,88.59
2022/02/13,23:00 - 00:00,119.27,199.95,47.72,168.99,174.00,63.23
2022/02/14,00:00 - 01:00,153.57,180.12,132.24,153.57,203.00,46.55
2022/02/14,01:00 - 02:00,150.00,174.05,113.50,150.00,192.00,13.33
2022/02/14,02:00 - 03:00,142.49,171.64,64.70,142.49,175.08,12.94
2022/02/14,03:00 - 04:00,107.50,170.20,1.10,107.50,150.08,13.78
2022/02/14,04:00 - 05:00,105.00,171.64,86.64,105.00,140.00,35.25
2022/02/14,05:00 - 06:00,146.96,182.72,120.94,146.96,120.00,87.91
2022/02/14,06:00 - 07:00,170.84,206.40,146.39,170.84,96.00,104.25
2022/02/14,07:00 - 08:00,217.51,225.00,159.09,217.51,139.99,117.19
2022/02/14,08:00 - 09:00,224.59,253.98,208.70,224.59,160.70,117.11
2022/02/14,09:00 - 10:00,228.20,251.30,165.00,228.20,184.11,98.58
2022/02/14,10:00 - 11:00,218.09,233.03,156.00,218.09,184.11,94.91
2022/02/14,11:00 - 12:00,200.42,228.90,160.84,200.42,178.54,95.89
2022/02/14,12:00 - 13:00,210.73,211.80,75.17,170.00,172.51,98.52
2022/02/14,13:00 - 14:00,195.05,211.10,138.75,162.90,172.00,104.18
2022/02/14,14:00 - 15:00,171.53,215.00,154.01,160.00,173.00,107.01
2022/02/14,15:00 - 16:00,156.11,218.00,160.91,156.11,175.00,114.51
2022/02/14,16:00 - 17:00,176.33,217.26,177.40,162.68,184.11,144.52
2022/02/14,17:00 - 18:00,202.33,221.42,203.94,194.99,208.13,184.58
2022/02/14,18:00 - 19:00,223.85,236.90,235.73,221.98,260.75,197.13
2022/02/14,19:00 - 20:00,248.71,248.71,235.73,248.71,289.87,167.30
2022/02/14,20:00 - 21:00,229.02,229.02,202.21,229.02,259.41,148.44
2022/02/14,21:00 - 22:00,218.95,218.95,215.71,222.85,213.00,115.49
2022/02/14,22:00 - 23:00,201.98,201.98,206.56,210.55,198.00,123.05
2022/02/14,23:00 - 00:00,194.81,194.81,211.00,194.81,182.45,110.94
2022/02/15,00:00 - 01:00,198.18,198.18,167.56,198.18,158.32,112.68
2022/02/15,01:00 - 02:00,189.00,189.00,166.37,189.00,136.87,114.82
2022/02/15,02:00 - 03:00,179.70,179.70,160.99,179.70,70.10,112.30
2022/02/15,03:00 - 04:00,173.40,174.02,160.96,173.40,50.00,118.28
2022/02/15,04:00 - 05:00,165.85,174.05,160.66,165.85,56.78,126.86
2022/02/15,05:00 - 06:00,169.30,182.97,169.69,169.30,77.00,152.72
2022/02/15,06:00 - 07:00,204.20,204.20,204.20,204.20,95.00,204.20
2022/02/15,07:00 - 08:00,234.06,234.06,234.06,234.06,158.62,234.06
2022/02/15,08:00 - 09:00,250.79,262.88,250.00,250.79,208.39,250.06
2022/02/15,09:00 - 10:00,240.00,240.00,240.00,240.00,213.00,240.00
2022/02/15,10:00 - 11:00,220.43,220.43,220.43,220.43,220.00,220.43
2022/02/15,11:00 - 12:00,202.38,213.50,196.03,202.38,213.22,199.03
2022/02/15,12:00 - 13:00,183.62,212.05,182.95,183.62,207.79,182.56
2022/02/15,13:00 - 14:00,162.90,208.97,148.70,162.90,195.00,150.85
2022/02/15,14:00 - 15:00,162.68,212.41,155.39,162.68,187.00,149.28
2022/02/15,15:00 - 16:00,162.52,215.13,163.06,162.52,190.54,157.27
2022/02/15,16:00 - 17:00,163.10,221.19,163.10,163.10,207.10,145.26
2022/02/15,17:00 - 18:00,188.87,226.00,182.00,188.87,231.58,173.23
2022/02/15,18:00 - 19:00,205.51,238.00,205.51,224.00,257.70,174.29
2022/02/15,19:00 - 20:00,230.69,230.69,171.20,238.26,270.75,115.28
2022/02/15,20:00 - 21:00,206.37,222.10,168.54,247.99,248.44,105.31
2022/02/15,21:00 - 22:00,200.57,211.90,168.21,238.26,197.00,91.51
2022/02/15,22:00 - 23:00,175.16,203.99,164.34,225.78,184.00,101.91
2022/02/15,23:00 - 00:00,173.40,198.36,155.50,173.40,162.17,87.91
2022/02/16,00:00 - 01:00,156.99,192.02,142.68,171.90,89.00,94.68
2022/02/16,01:00 - 02:00,155.38,188.23,145.10,162.30,40.00,93.97
2022/02/16,02:00 - 03:00,132.78,179.18,132.17,158.72,0.00,99.45
2022/02/16,03:00 - 04:00,117.56,188.23,115.68,151.58,-3.96,106.67
2022/02/16,04:00 - 05:00,104.80,188.23,104.01,149.54,-5.00,103.60
2022/02/16,05:00 - 06:00,111.58,201.20,110.80,152.05,-5.00,110.40
2022/02/16,06:00 - 07:00,142.95,229.11,134.02,163.48,-4.96,134.02
2022/02/16,07:00 - 08:00,188.39,257.04,182.70,213.51,40.00,184.70
2022/02/16,08:00 - 09:00,196.78,299.67,193.12,219.63,164.00,194.83
2022/02/16,09:00 - 10:00,186.37,263.36,171.20,215.28,183.07,174.52
2022/02/16,10:00 - 11:00,155.89,235.00,133.47,175.13,185.00,137.84
2022/02/16,11:00 - 12:00,157.41,210.50,129.14,162.20,173.04,136.04
2022/02/16,12:00 - 13:00,165.00,196.28,93.01,165.00,173.65,118.22
2022/02/16,13:00 - 14:00,155.20,191.00,91.07,155.20,179.34,111.40
2022/02/16,14:00 - 15:00,143.25,200.60,97.44,143.25,175.00,105.65
2022/02/16,15:00 - 16:00,138.17,210.34,93.02,138.17,157.02,97.57
2022/02/16,16:00 - 17:00,135.39,235.71,99.11,135.39,154.00,99.11
2022/02/16,17:00 - 18:00,152.58,255.46,122.00,160.84,168.00,110.76
2022/02/16,18:00 - 19:00,174.23,284.03,159.43,210.93,185.00,118.61
2022/02/16,19:00 - 20:00,195.45,267.99,107.40,225.00,209.00,117.99
2022/02/16,20:00 - 21:00,165.05,248.99,92.51,236.73,190.00,102.90
2022/02/16,21:00 - 22:00,150.48,211.04,130.66,226.30,177.27,95.01
2022/02/16,22:00 - 23:00,148.97,202.05,129.42,210.06,156.68,95.01
2022/02/16,23:00 - 00:00,128.39,187.47,106.88,172.00,104.94,74.12
2022/02/17,00:00 - 01:00,75.99,179.49,45.20,130.00,65.00,17.92
2022/02/17,01:00 - 02:00,53.47,173.95,32.50,127.23,28.00,15.04
2022/02/17,02:00 - 03:00,45.53,173.70,37.85,105.00,11.61,15.02
2022/02/17,03:00 - 04:00,18.99,172.00,14.65,100.00,1.00,13.97
2022/02/17,04:00 - 05:00,18.53,172.94,15.25,100.00,5.00,15.04
2022/02/17,05:00 - 06:00,33.02,180.38,33.02,110.00,20.52,33.02
2022/02/17,06:00 - 07:00,116.29,182.07,90.93,138.00,82.28,90.93
2022/02/17,07:00 - 08:00,146.69,202.54,124.91,170.00,150.34,123.22
2022/02/17,08:00 - 09:00,196.99,199.70,120.67,196.99,181.70,107.23
2022/02/17,09:00 - 10:00,192.69,192.69,165.46,192.69,176.86,102.55
2022/02/17,10:00 - 11:00,170.00,180.38,131.40,170.00,175.86,95.06
2022/02/17,11:00 - 12:00,154.99,178.50,121.97,154.99,164.84,77.47
2022/02/17,12:00 - 13:00,145.54,166.83,106.37,145.54,153.07,65.06
2022/02/17,13:00 - 14:00,133.89,164.86,81.11,133.89,153.05,35.98
2022/02/17,14:00 - 15:00,138.88,167.96,89.35,138.88,150.32,42.68
2022/02/17,15:00 - 16:00,131.82,174.99,103.11,131.82,154.94,67.30
2022/02/17,16:00 - 17:00,154.68,182.99,132.12,154.68,165.90,86.08
2022/02/17,17:00 - 18:00,153.19,190.94,157.07,160.00,188.00,108.83
2022/02/17,18:00 - 19:00,191.37,206.19,176.39,210.18,221.19,110.63
2022/02/17,19:00 - 20:00,213.27,213.27,179.68,238.07,259.84,101.54
2022/02/17,20:00 - 21:00,196.54,196.54,160.00,268.12,247.00,86.90
2022/02/17,21:00 - 22:00,177.26,182.00,149.26,237.80,226.00,86.48
2022/02/17,22:00 - 23:00,154.52,179.99,133.51,210.30,195.00,86.30
2022/02/17,23:00 - 00:00,170.75,170.75,139.06,197.64,175.71,63.04
2022/02/18,00:00 - 01:00,173.17,173.17,152.68,206.40,175.84,71.45
2022/02/18,01:00 - 02:00,168.84,168.84,159.02,200.00,150.52,62.57
2022/02/18,02:00 - 03:00,167.29,167.29,167.29,190.15,146.28,74.76
2022/02/18,03:00 - 04:00,156.88,166.62,165.54,181.19,135.40,84.92
2022/02/18,04:00 - 05:00,116.52,166.86,117.95,174.10,78.00,95.19
2022/02/18,05:00 - 06:00,119.09,173.17,119.09,174.10,69.00,119.09
2022/02/18,06:00 - 07:00,140.99,210.00,140.99,200.00,111.66,140.99
2022/02/18,07:00 - 08:00,185.05,240.00,185.05,210.86,149.42,185.05
2022/02/18,08:00 - 09:00,189.28,254.78,189.28,215.00,183.74,189.28
2022/02/18,09:00 - 10:00,173.24,241.93,173.24,210.00,187.83,173.24
2022/02/18,10:00 - 11:00,150.00,202.25,150.00,205.61,187.84,150.00
2022/02/18,11:00 - 12:00,138.00,184.99,139.21,199.90,181.00,130.99
2022/02/18,12:00 - 13:00,139.99,177.70,141.85,188.43,183.00,123.17
2022/02/18,13:00 - 14:00,135.40,176.70,138.73,180.49,176.13,106.81
2022/02/18,14:00 - 15:00,141.07,182.05,144.55,159.90,164.54,99.89
2022/02/18,15:00 - 16:00,144.14,196.44,147.71,154.09,155.82,99.26
2022/02/18,16:00 - 17:00,151.59,215.00,146.89,154.00,158.84,97.42
2022/02/18,17:00 - 18:00,156.84,249.27,170.00,156.84,165.58,113.84
2022/02/18,18:00 - 19:00,190.00,273.62,211.33,190.00,199.00,130.90
2022/02/18,19:00 - 20:00,200.00,254.78,208.57,200.00,213.53,140.49
2022/02/18,20:00 - 21:00,192.20,206.00,160.00,192.20,197.84,115.87
2022/02/18,21:00 - 22:00,178.03,186.02,150.92,178.03,187.50,109.75
2022/02/18,22:00 - 23:00,154.00,182.20,149.33,154.00,170.06,115.66
2022/02/18,23:00 - 00:00,146.86,173.86,135.30,146.86,149.00,92.46
2022/02/19,00:00 - 01:00,88.93,182.60,88.76,129.00,133.93,73.73
2022/02/19,01:00 - 02:00,77.24,175.69,78.05,111.99,123.00,54.32
2022/02/19,02:00 - 03:00,98.06,169.91,73.42,98.06,123.00,16.63
2022/02/19,03:00 - 04:00,77.20,167.62,53.27,77.20,120.00,14.38
2022/02/19,04:00 - 05:00,82.57,165.21,44.17,82.57,123.00,10.96
2022/02/19,05:00 - 06:00,96.60,169.91,66.05,96.60,120.00,9.06
2022/02/19,06:00 - 07:00,111.99,176.65,76.46,111.99,123.48,0.10
2022/02/19,07:00 - 08:00,136.40,192.69,89.46,136.40,150.53,3.62
2022/02/19,08:00 - 09:00,138.97,200.00,94.94,138.97,166.00,9.42
2022/02/19,09:00 - 10:00,169.88,186.36,107.16,169.88,182.00,1.94
2022/02/19,10:00 - 11:00,140.70,183.39,73.47,140.70,187.83,0.00
2022/02/19,11:00 - 12:00,131.78,173.73,60.96,131.78,195.83,-0.08
2022/02/19,12:00 - 13:00,120.84,169.50,55.78,120.84,202.00,-0.35
2022/02/19,13:00 - 14:00,82.65,165.86,34.93,120.84,203.00,-0.52
2022/02/19,14:00 - 15:00,60.97,163.29,36.28,120.84,194.92,-0.08
2022/02/19,15:00 - 16:00,76.07,168.96,51.12,110.30,181.00,0.08
2022/02/19,16:00 - 17:00,81.74,171.80,71.64,111.99,158.83,15.69
2022/02/19,17:00 - 18:00,107.45,183.39,104.55,129.10,189.00,99.95
2022/02/19,18:00 - 19:00,152.36,203.24,146.55,168.00,236.07,121.97
2022/02/19,19:00 - 20:00,170.15,205.79,130.78,196.85,239.81,112.63
2022/02/19,20:00 - 21:00,159.01,197.31,126.98,204.00,191.36,102.52
2022/02/19,21:00 - 22:00,141.83,180.39,114.51,204.79,165.00,101.89
2022/02/19,22:00 - 23:00,157.87,173.30,92.67,201.00,144.93,101.99
2022/02/19,23:00 - 00:00,121.43,168.66,116.10,192.50,95.00,100.93
2022/02/20,00:00 - 01:00,104.38,175.69,104.38,196.00,1.14,104.38
2022/02/20,01:00 - 02:00,99.90,168.68,99.90,175.36,0.00,99.90
2022/02/20,02:00 - 03:00,98.67,163.03,98.62,150.00,-8.27,98.71
2022/02/20,03:00 - 04:00,90.65,163.05,89.64,140.85,-10.02,92.01
2022/02/20,04:00 - 05:00,88.43,163.03,88.35,140.84,-10.25,88.53
2022/02/20,05:00 - 06:00,87.17,168.68,87.17,145.44,-10.25,87.17
2022/02/20,06:00 - 07:00,80.00,175.69,80.00,160.00,-10.31,80.00
2022/02/20,07:00 - 08:00,80.08,175.12,80.08,172.54,-12.27,80.08
2022/02/20,08:00 - 09:00,88.28,178.00,88.28,149.54,0.00,88.28
2022/02/20,09:00 - 10:00,95.06,180.00,95.06,140.84,0.00,95.06
2022/02/20,10:00 - 11:00,101.64,174.62,102.97,136.10,11.03,98.22
2022/02/20,11:00 - 12:00,100.15,169.26,100.29,130.50,106.00,95.09
2022/02/20,12:00 - 13:00,99.09,168.00,99.09,129.00,120.00,88.15
2022/02/20,13:00 - 14:00,80.85,161.73,80.85,130.16,150.00,51.80
2022/02/20,14:00 - 15:00,72.20,161.73,72.20,129.11,150.00,43.11
2022/02/20,15:00 - 16:00,57.75,166.00,57.75,125.52,152.20,21.24
2022/02/20,16:00 - 17:00,69.21,177.71,69.21,128.60,135.66,21.56
2022/02/20,17:00 - 18:00,96.78,195.34,96.78,136.60,139.00,63.16
2022/02/20,18:00 - 19:00,136.36,223.60,145.18,200.00,200.15,76.93
2022/02/20,19:00 - 20:00,150.36,251.00,167.44,218.10,206.52,51.28
2022/02/20,20:00 - 21:00,123.88,228.00,145.18,225.00,175.00,20.02
2022/02/20,21:00 - 22:00,105.88,214.93,129.54,223.31,151.41,15.39
2022/02/20,22:00 - 23:00,86.18,195.77,90.11,215.00,106.07,40.06
2022/02/20,23:00 - 00:00,71.31,181.00,64.27,205.00,47.00,14.62
2022/02/21,00:00 - 01:00,123.07,164.64,84.65,199.00,25.00,10.73
2022/02/21,01:00 - 02:00,115.00,162.60,80.83,165.00,55.00,7.48
2022/02/21,02:00 - 03:00,106.10,157.34,75.94,158.89,56.00,5.71
2022/02/21,03:00 - 04:00,59.72,154.98,51.45,147.10,44.13,1.43
2022/02/21,04:00 - 05:00,61.44,157.16,51.24,142.00,25.00,7.60
2022/02/21,05:00 - 06:00,91.91,163.98,70.21,154.59,25.00,14.37
2022/02/21,06:00 - 07:00,139.53,185.58,95.35,201.36,2.00,19.75
2022/02/21,07:00 - 08:00,195.01,209.50,186.46,221.12,94.93,106.69
2022/02/21,08:00 - 09:00,218.02,218.02,203.43,225.00,176.00,110.06
2022/02/21,09:00 - 10:00,216.98,216.98,203.23,218.51,176.00,88.28
2022/02/21,10:00 - 11:00,198.36,210.60,201.30,198.36,196.02,65.51
2022/02/21,11:00 - 12:00,170.11,209.60,180.82,170.11,176.00,78.22
2022/02/21,12:00 - 13:00,161.36,190.65,163.18,161.36,161.89,92.02
2022/02/21,13:00 - 14:00,147.10,188.81,153.47,147.10,176.00,99.90
2022/02/21,14:00 - 15:00,141.60,196.60,124.37,141.60,177.00,104.92
2022/02/21,15:00 - 16:00,125.52,202.50,124.26,125.52,176.11,108.77
2022/02/21,16:00 - 17:00,141.60,194.63,140.55,141.60,185.80,103.46
2022/02/21,17:00 - 18:00,162.14,200.89,166.21,163.14,219.90,117.78
2022/02/21,18:00 - 19:00,192.11,205.15,217.99,218.51,281.00,135.59
2022/02/21,19:00 - 20:00,201.76,201.76,227.29,227.92,331.94,123.63
2022/02/21,20:00 - 21:00,192.00,192.00,230.00,237.00,294.18,110.71
2022/02/21,21:00 - 22:00,177.71,177.71,170.00,227.34,241.79,102.00
2022/02/21,22:00 - 23:00,175.00,175.00,149.46,218.50,214.00,102.83
2022/02/21,23:00 - 00:00,174.99,174.99,147.46,189.00,189.00,92.55
2022/02/22,00:00 - 01:00,176.59,170.80,148.69,176.59,187.00,89.99
2022/02/22,01:00 - 02:00,169.72,169.72,140.38,169.72,134.26,82.14
2022/02/22,02:00 - 03:00,165.30,164.47,143.68,165.30,99.00,80.34
2022/02/22,03:00 - 04:00,163.06,163.06,150.00,163.06,49.00,79.90
2022/02/22,04:00 - 05:00,158.00,158.00,150.15,158.00,25.00,88.16
2022/02/22,05:00 - 06:00,164.39,164.39,150.85,164.39,25.00,95.36
2022/02/22,06:00 - 07:00,190.01,190.01,175.53,192.00,58.88,117.86
2022/02/22,07:00 - 08:00,200.86,200.86,203.34,203.00,153.16,185.78
2022/02/22,08:00 - 09:00,211.59,211.59,211.59,211.59,203.46,211.59
2022/02/22,09:00 - 10:00,199.63,199.63,194.53,200.00,205.08,180.27
2022/02/22,10:00 - 11:00,191.63,191.63,166.27,191.63,214.00,144.08
2022/02/22,11:00 - 12:00,174.38,175.99,153.37,174.38,188.00,135.04
2022/02/22,12:00 - 13:00,171.33,171.33,147.08,171.33,177.00,121.25
2022/02/22,13:00 - 14:00,160.00,164.37,145.44,160.00,176.00,117.66
2022/02/22,14:00 - 15:00,144.82,170.40,137.00,144.82,152.62,118.87
2022/02/22,15:00 - 16:00,140.00,181.62,138.29,140.00,145.00,125.29
2022/02/22,16:00 - 17:00,139.67,186.58,139.89,141.50,145.00,136.70
2022/02/22,17:00 - 18:00,159.64,205.30,159.81,160.00,168.59,155.21
2022/02/22,18:00 - 19:00,182.61,232.51,185.64,203.81,214.51,162.62
2022/02/22,19:00 - 20:00,211.57,245.00,186.89,215.00,265.00,135.49
2022/02/22,20:00 - 21:00,193.66,211.02,162.96,221.70,246.88,108.62
2022/02/22,21:00 - 22:00,173.44,185.63,146.90,211.80,216.50,100.54
2022/02/22,22:00 - 23:00,181.77,181.77,148.91,197.72,216.38,99.99
2022/02/22,23:00 - 00:00,176.40,176.40,150.00,176.40,175.71,85.08
2022/02/23,00:00 - 01:00,178.55,178.55,154.29,178.55,150.00,81.79
2022/02/23,01:00 - 02:00,172.87,172.87,154.20,172.87,141.52,78.96
2022/02/23,02:00 - 03:00,167.50,167.50,178.02,167.50,120.00,82.28
2022/02/23,03:00 - 04:00,163.59,163.59,171.62,163.59,96.25,88.34
2022/02/23,04:00 - 05:00,163.07,163.07,180.20,163.07,73.87,97.32
2022/02/23,05:00 - 06:00,169.55,169.55,167.31,169.55,62.85,101.70
2022/02/23,06:00 - 07:00,201.58,201.58,191.23,201.58,73.10,118.36
2022/02/23,07:00 - 08:00,211.93,212.70,229.83,211.93,120.00,147.54
2022/02/23,08:00 - 09:00,216.82,235.00,247.05,216.82,167.00,155.03
2022/02/23,09:00 - 10:00,214.72,214.72,191.06,214.72,215.00,126.44
2022/02/23,10:00 - 11:00,205.51,205.51,163.41,205.51,206.01,109.43
2022/02/23,11:00 - 12:00,193.50,193.50,148.06,194.86,187.84,103.51
2022/02/23,12:00 - 13:00,183.90,183.90,136.55,183.90,172.19,89.90
2022/02/23,13:00 - 14:00,177.89,177.89,133.58,177.89,170.00,89.90
2022/02/23,14:00 - 15:00,167.38,179.60,133.73,167.38,161.56,100.90
2022/02/23,15:00 - 16:00,161.92,180.90,135.66,170.00,162.93,109.49
2022/02/23,16:00 - 17:00,162.80,192.49,162.80,180.00,174.00,162.80
2022/02/23,17:00 - 18:00,205.72,205.72,205.72,205.72,200.16,205.72
2022/02/23,18:00 - 19:00,230.00,244.44,230.00,230.00,232.83,230.00
2022/02/23,19:00 - 20:00,236.86,245.00,236.86,236.86,243.00,236.86
2022/02/23,20:00 - 21:00,212.24,212.24,195.60,244.08,216.00,187.04
2022/02/23,21:00 - 22:00,178.94,196.70,158.70,223.11,192.30,164.60
2022/02/23,22:00 - 23:00,186.70,188.00,140.00,213.21,189.00,146.62
2022/02/23,23:00 - 00:00,181.55,181.55,129.00,207.99,170.10,107.60
2022/02/24,00:00 - 01:00,184.70,184.70,95.25,210.61,155.00,115.07
2022/02/24,01:00 - 02:00,162.27,183.50,93.27,208.12,145.07,113.04
2022/02/24,02:00 - 03:00,162.82,180.79,136.51,200.39,142.76,110.33
2022/02/24,03:00 - 04:00,162.37,180.79,135.71,197.75,125.00,109.29
2022/02/24,04:00 - 05:00,150.08,181.50,131.13,201.20,120.72,112.36
2022/02/24,05:00 - 06:00,164.94,190.45,140.64,204.73,115.29,116.77
2022/02/24,06:00 - 07:00,170.20,218.00,167.90,211.79,139.62,168.50
2022/02/24,07:00 - 08:00,211.06,230.55,205.00,218.75,158.45,184.77
2022/02/24,08:00 - 09:00,234.49,260.70,198.87,234.49,226.82,160.00
2022/02/24,09:00 - 10:00,220.09,229.40,175.00,220.09,254.75,137.34
2022/02/24,10:00 - 11:00,213.91,213.91,174.67,213.91,244.95,117.47
2022/02/24,11:00 - 12:00,190.69,209.61,164.26,212.01,199.00,112.78
2022/02/24,12:00 - 13:00,195.06,198.61,164.82,210.67,180.98,107.58
2022/02/24,13:00 - 14:00,191.09,195.39,164.45,208.12,172.74,105.02
2022/02/24,14:00 - 15:00,186.35,204.21,163.03,210.00,166.16,105.10
2022/02/24,15:00 - 16:00,163.17,210.00,167.01,195.00,163.50,112.40
2022/02/24,16:00 - 17:00,165.15,227.91,183.32,178.30,179.96,113.73
2022/02/24,17:00 - 18:00,164.46,266.00,172.19,190.10,196.68,146.57
2022/02/24,18:00 - 19:00,203.79,274.00,210.76,203.79,224.26,155.38
2022/02/24,19:00 - 20:00,220.36,274.00,161.66,220.36,255.00,134.74
2022/02/24,20:00 - 21:00,215.74,266.00,169.50,215.74,225.12,110.07
2022/02/24,21:00 - 22:00,200.54,230.55,200.29,210.40,194.04,104.53
2022/02/24,22:00 - 23:00,194.43,218.00,172.61,194.43,179.42,109.95
2022/02/24,23:00 - 00:00,163.71,209.99,143.84,163.71,155.12,98.51
2022/02/25,00:00 - 01:00,230.00,246.80,192.84,230.00,199.98,94.78
2022/02/25,01:00 - 02:00,193.16,245.00,159.50,193.16,179.03,100.40
2022/02/25,02:00 - 03:00,179.70,237.60,151.00,179.70,182.51,98.67
2022/02/25,03:00 - 04:00,159.99,235.00,141.09,159.99,168.51,99.61
2022/02/25,04:00 - 05:00,153.32,235.00,137.85,153.32,175.00,100.25
2022/02/25,05:00 - 06:00,170.00,269.90,149.12,170.00,215.70,95.98
2022/02/25,06:00 - 07:00,203.75,300.00,236.90,203.75,234.76,116.99
2022/02/25,07:00 - 08:00,285.41,322.97,302.00,267.18,295.12,133.53
2022/02/25,08:00 - 09:00,287.05,330.00,236.10,271.46,324.00,125.02
2022/02/25,09:00 - 10:00,294.42,294.56,236.10,270.59,350.00,107.16
2022/02/25,10:00 - 11:00,264.02,275.00,150.00,264.02,325.00,98.38
2022/02/25,11:00 - 12:00,246.14,273.98,184.64,246.14,315.50,100.25
2022/02/25,12:00 - 13:00,252.21,268.99,169.09,252.21,350.00,89.93
2022/02/25,13:00 - 14:00,240.30,263.70,165.48,240.30,315.00,97.07
2022/02/25,14:00 - 15:00,237.50,271.22,175.42,237.50,286.04,93.67
2022/02/25,15:00 - 16:00,232.28,275.07,164.62,232.28,260.33,98.52
2022/02/25,16:00 - 17:00,240.00,290.50,202.80,240.00,250.00,119.54
2022/02/25,17:00 - 18:00,260.68,332.38,338.03,260.68,292.31,146.87
2022/02/25,18:00 - 19:00,298.34,349.00,372.38,277.71,361.72,190.05
2022/02/25,19:00 - 20:00,349.00,349.00,463.29,300.00,351.00,198.07
2022/02/25,20:00 - 21:00,292.32,322.05,391.51,292.32,265.00,160.68
2022/02/25,21:00 - 22:00,278.29,290.81,352.00,278.29,255.00,145.54
2022/02/25,22:00 - 23:00,273.56,275.45,378.80,273.56,223.32,135.13
2022/02/25,23:00 - 00:00,268.99,268.99,373.30,268.99,205.73,132.89
2022/02/26,00:00 - 01:00,285.41,285.41,294.00,285.41,189.23,150.09
2022/02/26,01:00 - 02:00,265.00,267.37,236.30,265.00,150.00,152.60
2022/02/26,02:00 - 03:00,259.73,261.13,257.96,259.73,100.60,174.05
2022/02/26,03:00 - 04:00,246.00,261.13,236.03,246.00,62.00,187.92
2022/02/26,04:00 - 05:00,230.30,261.13,252.34,237.14,35.00,190.69
2022/02/26,05:00 - 06:00,237.17,262.63,237.17,237.17,25.00,237.17
2022/02/26,06:00 - 07:00,249.98,265.21,249.98,249.98,14.07,249.98
2022/02/26,07:00 - 08:00,263.46,278.06,263.46,263.46,15.70,263.46
2022/02/26,08:00 - 09:00,275.57,278.06,275.57,274.50,29.00,275.57
2022/02/26,09:00 - 10:00,267.37,267.37,267.37,267.37,147.77,267.37
2022/02/26,10:00 - 11:00,245.75,245.75,245.75,247.49,227.37,245.75
2022/02/26,11:00 - 12:00,213.02,213.02,213.02,246.00,206.94,213.02
2022/02/26,12:00 - 13:00,196.64,196.64,196.64,243.48,180.05,196.64
2022/02/26,13:00 - 14:00,178.97,180.33,178.97,240.28,168.91,178.97
2022/02/26,14:00 - 15:00,177.04,181.95,177.04,239.90,164.74,177.04
2022/02/26,15:00 - 16:00,197.47,197.47,197.47,239.50,159.15,197.47
2022/02/26,16:00 - 17:00,225.08,225.08,225.08,239.60,155.00,225.08
2022/02/26,17:00 - 18:00,259.90,262.39,259.90,259.90,208.21,259.90
2022/02/26,18:00 - 19:00,299.00,299.00,299.00,299.00,260.87,299.00
2022/02/26,19:00 - 20:00,300.70,300.70,300.70,300.70,278.00,300.70
2022/02/26,20:00 - 21:00,277.91,280.00,277.91,297.01,187.00,277.91
2022/02/26,21:00 - 22:00,235.80,265.21,235.80,300.00,184.30,235.80
2022/02/26,22:00 - 23:00,242.15,245.00,242.15,266.77,159.69,242.15
2022/02/26,23:00 - 00:00,212.09,224.90,212.09,261.30,128.00,212.09
2022/02/27,00:00 - 01:00,195.65,200.33,195.65,256.07,127.78,195.65
2022/02/27,01:00 - 02:00,180.70,186.05,180.70,249.11,135.46,180.70
